"UWI" "MD" "TVD" "EWOFFSET" "NSOFFSET" "DIP" "AZM" "TVDSS" "XPATH" "YPATH" "SURNAME" "SURSTAT" "Borehole.Direction"
"1" 30039234330100 6135 6092 -29.06 -121.26 85.8 82.5 540 636399.02 1959027.91 "Actual" "Active" "down"
"2" 30039311340000 5787 5458.47 -626.07 -37.35 87.7 272.5 1251.53 591835.93 1918940.13 "Actual" "Active" "down"
"3" 30039311480000 5964 5578.4 -563.32 -323.9 85.8 252.5 1201.6 582388.17 1923178.18 "Actual" "Active" "down"
"4" 30039311510000 6331 6068.71 -438.21 221.55 85.56 289.02 929.29 576687.42 1947364.41 "Actual" "Active" "down"
"5" 30039311730100 6075 5666.35 -730.03 909.3 89.25 273.81 1383.65 587351.66 1908664.34 "Actual" "Active" "down"
"6" 30039311890000 6118 5539.52 -829.64 -218.88 85.9 269.5 1166.48 586997.38 1933609.95 "Actual" "Active" "down"
"7" 30039311900000 6185 5605.8 -954.42 -1261.3 87.9 263.16 1327.2 592443.49 1909529.5 "Actual" "Active" "down"
"8" 30039311910000 6101 5553.38 -232.09 -949.52 87.41 284.69 1396.62 592987.85 1904949.12 "Actual" "Active" "down"
"9" 30039311920000 6049 5550.76 -454.65 -1098.76 88.14 269.73 1495.24 587461.03 1899295.33 "Actual" "Active" "down"
"10" 30039311970000 5952 5575.58 -436.01 20.86 85.33 270.81 1484.92 587509.95 1900439.47 "Actual" "Active" "down"
"11" 3.0039312e+13 5977 5616.56 -867.75 -194.4 86.7 270.19 1316.44 592510.84 1910607.3 "Actual" "Active" "down"
"12" 30039312010000 6297 5787.26 -112.7 -315.79 86 100.55 1521.74 577912.05 1900310.02 "Actual" "Active" "down"
"13" 30039312020000 6398 5809.01 -25.78 991.27 86.28 104.4 1499.99 578073.05 1901631.84 "Actual" "Active" "down"
"14" 30039312040000 6180 5624.93 -959.65 927.79 85.66 267.58 1313.07 592363.59 1911742.34 "Actual" "Active" "down"
"15" 30039312050000 6066 5497.84 -220.06 -629.26 85.23 93.32 1388.16 603656.85 1899384.4 "Actual" "Active" "down"
"16" 30039312070000 6018 5580.52 -845.89 -313.99 86.41 275.03 1447.48 587522.62 1902563.8 "Actual" "Active" "down"
"17" 30039312080000 6069 5528.34 286 632.53 87.86 282.01 1396.66 593003.29 1901196.89 "Actual" "Active" "down"
"18" 30039312110000 5905 5634.31 -435.79 -228.39 85.02 274.93 1418.69 587605.98 1907495.84 "Actual" "Active" "down"
"19" 30039312120000 5932 5569.03 -245.6 222.75 85.65 287.45 1380.97 592973.92 1906143.38 "Actual" "Active" "down"
"20" 30039312130000 6108 5612.39 -420.92 1212.73 85.83 274.87 1447.61 587556.32 1901654.84 "Actual" "Active" "down"
"21" 30039312140000 5826 5368.49 543.68 791.67 85.08 310.22 1659.51 588902.43 1903688.72 "Actual" "Active" "down"
"22" 30039312170000 6271 5584.15 48.74 -1267.35 88.26 292.39 1431.85 588213.44 1904804.94 "Actual" "Active" "down"
